Player,Pos,G,GS,MP,TRB,AST,STL,BLK,TOV,PTS,Salary
Derrick Walton,PG,16,0,9.2,1,1,0.4,0.2,0.1,1.8,77250
Jameel Warney,PF,3,0,9,3,0,0,0,0.3,5.7,46079
Travis Wear,SF,17,0,13.4,2.2,0.4,0.2,0.3,0.4,4.4,304051
Briante Weber,PG,18,0,13.2,1.9,1.2,1,0.3,0.8,2.8,160378
David West,C,73,0,13.7,3.3,1.9,0.6,1,1.1,6.8,2328652
Russell Westbrook,PG,80,80,36.4,10.1,10.3,1.8,0.3,4.8,25.4,28299399
Andrew White,SF,15,0,13.9,2.3,0.4,0.2,0.1,0.5,4.6,77250
Derrick White,PG,17,0,8.2,1.5,0.5,0.2,0.2,0.4,3.2,1404600
Okaro White,PF,6,4,13.3,1.8,0.3,0.2,0.2,0.2,3.3,1460927
Isaiah Whitehead,PG,16,0,11.3,1.6,1.3,0.5,0.1,1.5,6.3,1312611
Hassan Whiteside,C,54,54,25.3,11.4,1,0.7,1.7,1.7,14,23775506
Andrew Wiggins,SF,82,82,36.3,4.4,2,1.1,0.6,1.7,17.7,7574322
Jacob Wiley,PF,5,0,6.6,2.2,0.4,0.2,0,0,0.8,77250
Damien Wilkins,SF,19,1,8,0.8,0.5,0.1,0.1,0.3,1.7,992696
Alan Williams,PF,5,0,14,4.4,1.6,1,0.2,1.4,4,6000000
Derrick Williams,PF,2,0,4.5,0.5,0,0,0,0,1,104059
Marvin Williams,PF,78,78,25.7,4.7,1.2,0.7,0.5,0.8,9.5,13168750
Matt Williams,SG,3,0,3.7,0.3,0,0,0,0.3,1.7,77250
Troy Williams,SF,21,1,14.6,3,0.8,1,0.2,0.9,6.3,1842176
Jamil Wilson,SF,15,10,18.3,2.1,0.7,0.3,0.5,0.5,7,77250
Justise Winslow,PF,68,25,24.7,5.4,2.2,0.8,0.5,1.1,7.8,2705040
Jeff Withey,C,9,0,4.3,1.1,0,0,0.3,0.2,1.7,593780
Nate Wolters,PG,5,0,3.8,0.4,0.2,0,0,0,0.4,77250
Brandan Wright,PF,28,1,13.6,3.4,0.5,0.5,0.9,0.3,5,5955760
Delon Wright,PG,69,4,20.8,2.9,2.9,1,0.5,1.1,8,1645200
Guerschon Yabusele,PF,33,4,7.1,1.6,0.5,0.1,0.2,0.4,2.4,2247480
James Young,SG,6,0,10.2,0.3,0.3,0,0,0.2,2.8,77250
Nick Young,SG,80,8,17.4,1.6,0.5,0.5,0.1,0.5,7.3,5192000
Thaddeus Young,PF,81,81,32.2,6.3,1.9,1.7,0.4,1.3,11.8,12921348
Cody Zeller,C,33,0,19,5.4,0.9,0.4,0.6,1,7.1,12584270
Tyler Zeller,C,66,34,16.8,4.6,0.7,0.2,0.5,0.7,6.7,1709538
Paul Zipser,SF,54,12,15.3,2.4,0.9,0.4,0.3,0.8,4,1312611
Ivica Zubac,C,43,0,9.5,2.9,0.6,0.2,0.3,0.6,3.7,1312611
