Player,Pos,G,GS,MP,TRB,AST,STL,BLK,TOV,PTS,Salary
Devin Booker,SG,70,70,35.9,4.2,6.5,0.7,0.3,3.8,26.6,27285000
Chris Boucher,C,62,0,13.2,4.5,0.4,0.4,1,0.5,6.6,1588231
Brian Bowen,SF,6,1,5.2,1.2,0,0,0.2,0.2,1,79568
Ky Bowman,PG,45,12,22.6,2.7,2.9,1,0.2,1.6,7.4,350189
Avery Bradley,SG,49,44,24.2,2.3,1.3,0.9,0.1,1,8.6,4767000
Tony Bradley,C,58,3,11.4,4.6,0.4,0.2,0.6,0.5,4.9,1962360
Jarrell Brantley,PF,9,0,10.7,2.2,1.2,0.3,0.6,0.8,2.7,79568
Ignas Brazdeikis,SF,9,0,5.9,0.6,0.4,0,0.1,0.2,1.9,898310
Corey Brewer,PF,5,0,6.6,1.6,0.4,0.8,0,0.4,1,183115
Mikal Bridges,SF,73,32,28,4,1.8,1.4,0.6,1,9.1,4161000
Miles Bridges,SF,65,64,30.7,5.6,1.8,0.6,0.7,1.5,13,3755400
Oshae Brissett,SF,19,0,7.1,1.4,0.4,0.2,0.1,0.4,1.9,129568
Ryan Broekhoff,SF,17,1,10.6,2.5,0.6,0.3,0.2,0.4,4.2,1416852
Malcolm Brogdon,PG,54,54,30.9,4.9,7.1,0.6,0.2,2.4,16.5,20000000
Dillon Brooks,SG,73,73,28.9,3.3,2.1,0.9,0.4,1.7,16.2,1618520
Bruce Brown,PG,58,43,28.2,4.7,4,1.1,0.5,1.7,8.9,1416852
Charlie Brown,SG,10,0,4,0.4,0.2,0.2,0.2,0.3,2,79568
Jaylen Brown,SG,57,57,33.9,6.4,2.1,1.1,0.4,2.2,20.3,6534829
Moses Brown,C,9,0,3.7,1.6,0.1,0.1,0.1,0.3,1.2,79568
Sterling Brown,SF,52,1,14.8,3.5,1,0.6,0.1,0.8,5.1,1618520
Jalen Brunson,PG,57,16,17.9,2.4,3.3,0.4,0.1,1.2,8.2,1416852
Thomas Bryant,C,46,36,24.9,7.2,1.8,0.5,1.1,1.2,13.2,8000000
Reggie Bullock,SG,29,19,23.6,2.3,1.4,0.9,0.1,0.7,8.1,4000000
Trey Burke,PG,33,1,15.8,1.5,2.5,0.5,0.1,0.6,7.4,229220
Alec Burks,SF-SG,66,19,26.6,4.3,2.9,0.9,0.3,1.4,15,2320044
Deonte Burton,SF,39,0,9.1,1.5,0.4,0.2,0.3,0.5,2.7,1416852
Jimmy Butler,SF,58,58,33.8,6.7,6,1.8,0.6,2.2,19.9,32742000
Bruno Caboclo,C,30,0,8.1,2,0.4,0.5,0.6,0.4,3,1845301
Devontae Cacok,C,1,0,9,5,1,0,0,0,6,79568
Kentavious Caldwell-Pope,SG,69,26,25.5,2.1,1.6,0.8,0.2,0.9,9.3,8139282
Clint Capela,C,39,39,32.8,13.8,1.2,0.8,1.8,1.6,13.9,16896552
DeMarre Carroll,SF-C,24,0,12.1,2.3,1,0.3,0.2,0.7,3.6,512721
Jevon Carter,PG,58,2,16.3,2,1.4,0.8,0.3,0.6,4.9,1416852
Vince Carter,PF,60,0,14.6,2.1,0.8,0.4,0.4,0.6,5,2564753
Michael Carter-Williams,SG,45,0,18.5,3.3,2.4,1.1,0.5,1.2,7.2,2028594
Alex Caruso,PG,64,2,18.4,1.9,1.9,1.1,0.3,0.8,5.5,2750000
Willie Cauley-Stein,C,54,39,20.3,5.8,1.3,0.9,1.1,0.7,7.2,2177483
Tyson Chandler,C,26,5,8.4,2.5,0.2,0.2,0.3,0.3,1.3,2564753
Wilson Chandler,PF,35,3,21,4.1,1.1,0.5,0.3,1,5.9,2564753
Joe Chealey,PG,4,0,8.3,0,0.3,1,0,0.5,0.5,163356
Zylan Cheatham,PF,4,0,12.8,2.3,0.8,0.3,0.3,1,3,79568
Chris Chiozza,PG,28,2,14.3,1.9,3,0.8,0.1,1.1,5.1,79568
Gary Clark,SF-PF,42,5,13.5,2.6,0.4,0.1,0.5,0.2,3.7,718765
Brandon Clarke,PF,58,4,22.4,5.9,1.4,0.6,0.8,0.9,12.1,2478840
Jordan Clarkson,SG,71,2,24,2.6,1.9,0.6,0.2,1.4,15.2,13437500
Nicolas Claxton,C,15,0,12.5,2.9,1.1,0.1,0.5,0.6,4.4,898310
Chris Clemons,SG,33,0,8.8,0.9,0.8,0.3,0.2,0.6,4.9,563346
Antonius Cleveland,SG,11,0,4.2,0.6,0.1,0.1,0.3,0.2,1,79568
Amir Coffey,SG,18,1,8.8,0.9,0.8,0.3,0.1,0.4,3.2,79568
John Collins,PF,41,41,33.2,10.1,1.5,0.8,1.6,1.8,21.6,2686560
Zach Collins,PF,11,11,26.4,6.3,1.5,0.5,0.5,1.3,7,4240200
Mike Conley,PG,47,41,29,3.2,4.4,0.8,0.1,2,14.4,32511623
Pat Connaughton,SG,67,4,18.6,4.2,1.6,0.4,0.5,0.8,5.4,1723050
Quinn Cook,PG,44,1,11.5,1.2,1.1,0.3,0,0.8,5.1,3000000
Tyler Cook,PF-SF,13,0,4.2,1.1,0.1,0.2,0,0.2,1.8,79568
Robert Covington,PF-C,70,68,30.5,6.6,1.3,1.6,1.3,1.5,12.4,11301219
Torrey Craig,SF,58,27,18.5,3.3,0.8,0.4,0.6,0.4,5.4,2000000
Jamal Crawford,SG,1,0,6,0,3,0,0,0,5,289803
Jae Crowder,SF-PF,65,53,28.8,5.9,2.5,1.1,0.4,1.1,10.5,7815533
Jarrett Culver,SG,63,35,23.9,3.4,1.7,0.9,0.6,1.3,9.2,5813640
Seth Curry,SG,64,25,24.6,2.3,1.9,0.6,0.1,1,12.4,7461380
Stephen Curry,PG,5,5,27.8,5.2,6.6,1,0.4,3.2,20.8,40231758
Troy Daniels,SG,47,0,11.3,1.1,0.4,0.2,0.1,0.3,4.3,458439
Anthony Davis,PF,62,62,34.4,9.3,3.2,1.5,2.3,2.5,26.1,27093019
Ed Davis,C,28,1,10.8,3.8,0.4,0.4,0.3,0.5,1.8,4767000
Terence Davis,SG,72,4,16.8,3.3,1.6,0.5,0.2,1.1,7.5,898310
Dewayne Dedmon,C,44,18,17.6,5.7,0.5,0.6,0.9,1.3,5.8,13333334
Matthew Dellavedova,PG,57,4,14.4,1.3,3.2,0.4,0,1,3.1,9607500
DeMar DeRozan,SF,68,68,34.1,5.5,5.6,1,0.3,2.4,22.1,27739975
Cheick Diallo,C,47,2,10.2,2.8,0.5,0.2,0.3,0.7,4.7,1678854
Hamidou Diallo,SF,46,3,19.5,3.6,0.8,0.8,0.2,1.1,6.9,1416852
Gorgui Dieng,C,63,17,17.4,5.6,1.2,0.8,0.9,1,7.4,16229213
Spencer Dinwiddie,PG,64,49,31.2,3.5,6.8,0.6,0.3,2.7,20.6,10605600
Donte DiVincenzo,SG,66,24,23,4.8,2.3,1.3,0.3,1.4,9.2,2905800
Luguentz Dort,SF,36,28,22.8,2.3,0.8,0.9,0.1,0.6,6.8,155647
Damyean Dotson,SG,48,0,17.4,1.9,1.2,0.5,0.1,0.4,6.7,1618520
Sekou Doumbouya,PF,38,19,19.8,3.1,0.5,0.5,0.2,0.9,6.4,3285120
PJ Dozier,SG,29,0,14.2,1.9,2.2,0.5,0.2,0.9,5.8,183115
Andre Drummond,C,57,56,33,15.2,2.7,1.9,1.6,3.6,17.7,27093018
Jared Dudley,PF,45,1,8.1,1.2,0.6,0.3,0.1,0.2,1.5,2564753
Kris Dunn,PG,51,32,24.9,3.6,3.4,2,0.3,1.3,7.3,5348007
Carsen Edwards,SG,37,0,9.5,1.3,0.6,0.3,0.1,0.4,3.3,1228026
Wayne Ellington,SG,36,1,15.5,1.8,1.2,0.4,0.1,0.5,5.1,8000000
Joel Embiid,C,51,51,29.5,11.6,3,0.9,1.3,3.1,23,27504630
James Ennis,SF-SG,69,18,18.3,3.6,0.9,0.5,0.3,0.8,6.6,1882867
Drew Eubanks,C,22,3,12.4,3.9,0.7,0.2,0.8,1,4.9,79568
Jacob Evans,SG,29,1,14.4,1.4,1.1,0.4,0.4,0.9,4.4,1925880
Dante Exum,SG,35,1,13.9,1.9,1.1,0.4,0.2,0.9,4.5,9600000
Tacko Fall,C,7,0,4.7,2.1,0.1,0.1,0.6,0.4,3.3,79568
Derrick Favors,C,51,49,24.4,9.8,1.6,0.6,0.9,1.1,9,17650000
Terrance Ferguson,SF,56,38,22.4,1.3,0.9,0.5,0.3,0.6,3.9,2475840
Bruno Fernando,C,56,13,12.7,3.5,0.9,0.3,0.3,0.8,4.3,1400000
Yogi Ferrell,PG,50,0,10.6,1,1.4,0.4,0.1,0.6,4.4,3150000
Dorian Finney-Smith,PF,71,68,29.9,5.7,1.6,0.6,0.5,1,9.5,4000000
Bryn Forbes,SG,63,62,25.1,2,1.7,0.5,0,0.9,11.2,2875000
Evan Fournier,SF,66,66,31.5,2.6,3.2,1.1,0.2,1.9,18.5,17150000
De'Aaron Fox,PG,51,49,32,3.8,6.8,1.5,0.5,3.1,21.1,6392760
Melvin Frazier,SG,19,0,6.6,0.5,0.2,0.5,0.1,0.3,2.1,1416852
Michael Frazier,SG,13,0,11.2,0.8,0.2,0.2,0,0.4,2.1,79568
Markelle Fultz,PG,72,60,27.7,3.3,5.1,1.3,0.2,2,12.1,9745200
Wenyen Gabriel,PF,30,1,7.8,1.7,0.3,0.4,0.2,0.5,2.1,1445697
Daniel Gafford,C,43,7,14.2,2.5,0.5,0.3,1.3,0.7,5.1,898310
Danilo Gallinari,PF,62,62,29.6,5.2,1.9,0.7,0.1,1.2,18.7,22615559
Langston Galloway,SG,66,6,25.8,2.3,1.5,0.7,0.2,0.6,10.3,7333333
Darius Garland,SG,59,59,30.9,1.9,3.9,0.7,0.1,2.6,12.3,6400920
Marc Gasol,C,44,43,26.4,6.3,3.3,0.8,0.9,1.3,7.5,25595700
Rudy Gay,PF,67,5,21.8,5.4,1.7,0.5,0.5,1.3,10.8,14500000
Paul George,SF,48,48,29.6,5.7,3.9,1.4,0.4,2.6,21.5,33005556
Taj Gibson,C,62,56,16.5,4.3,0.8,0.4,0.5,0.8,6.1,9000000
Harry Giles,C,46,17,14.5,4.1,1.3,0.5,0.4,1,6.9,2578800
Shai Gilgeous-Alexander,SG,70,70,34.7,5.9,3.3,1.1,0.7,1.9,19,3952920
Rudy Gobert,C,68,68,34.3,13.5,1.5,0.8,2,1.9,15.1,25258427
Brandon Goodwin,PG,34,1,12.6,2.1,1.5,0.4,0.1,0.9,6.1,522738
Aaron Gordon,PF,62,62,32.5,7.7,3.7,0.8,0.6,1.6,14.4,19863636
Eric Gordon,SF,36,15,28.2,2,1.5,0.6,0.4,1.2,14.4,14057730
Treveon Graham,SF,55,20,16.9,2.7,0.8,0.4,0.1,0.5,4.4,1645357
Jerami Grant,PF,71,24,26.6,3.5,1.2,0.7,0.8,0.9,12,9346153
Jerian Grant,SG,6,0,13.3,1,1.5,0.2,0.2,0.5,4.5,196288
Josh Gray,PG,2,0,11.5,1,1,0,0,2.5,1,79568
Danny Green,SG,68,68,24.8,3.3,1.3,1.3,0.5,0.9,8,14634147
Draymond Green,PF,43,43,28.4,6.2,6.2,1.4,0.8,2.3,8,18539130
JaMychal Green,PF,63,1,20.7,6.2,0.8,0.5,0.4,0.9,6.8,4767000
Javonte Green,SG,48,2,9.8,1.9,0.5,0.5,0.2,0.5,3.4,898310
Jeff Green,PF-C,48,4,20,2.8,1,0.5,0.4,0.9,9.4,840427
Blake Griffin,PF,18,18,28.4,4.7,3.3,0.4,0.4,2.2,15.5,34449964
Marko Guduric,SG,44,0,11,1.7,1,0.3,0.2,0.8,3.9,2625000
Kyle Guy,SG,3,0,3.3,0.3,0.3,0,0,0,1.3,79568
Rui Hachimura,PF,48,48,30.1,6.1,1.8,0.8,0.2,1.1,13.5,4469160
Donta Hall,C-PF,9,0,14.8,4.2,0.4,0.3,0.7,0.6,4.3,101504
James Harden,SG,68,68,36.5,6.6,7.5,1.8,0.9,4.5,34.3,38199000
Jared Harper,PG,3,0,2.7,0,0,0,0,0,0.7,79568
Montrezl Harrell,C,63,2,27.8,7.1,1.7,0.6,1.1,1.7,18.6,6000000
Gary Harris,SG,56,55,31.8,2.9,2.1,1.4,0.3,1.1,10.4,18189286
Joe Harris,SF,69,69,30.8,4.3,2.1,0.6,0.2,1.5,14.5,7666667
Tobias Harris,PF,72,72,34.3,6.9,3.2,0.7,0.6,1.4,19.6,32742000
Shaquille Harrison,SG,43,10,11.3,2,1.1,0.8,0.4,0.4,4.9,1620564
Josh Hart,SF,65,16,27,6.5,1.7,1,0.4,1.2,10.1,1934160
Udonis Haslem,C,4,1,11,4,0.3,0,0,0.3,3,2564753
Jaxson Hayes,C,64,14,16.9,4,0.9,0.4,0.9,0.8,7.4,4862040
Gordon Hayward,SF,52,52,33.5,6.7,4.1,0.7,0.4,1.8,17.5,32700690
John Henson,C,40,8,15,4.1,1.4,0.6,1.1,0.9,5.5,9732396
Dewan Hernandez,C,6,0,4.7,2.3,0.5,0.2,0,0.5,2.3,898310
Tyler Herro,SG,55,8,27.4,4.1,2.2,0.6,0.2,1.6,13.5,3640200
Kevin Hervey,PF,10,0,5.2,1.2,0.5,0.1,0.1,0,1.7,79568
Mario Hezonja,PF,53,4,16.4,3.5,0.9,0.7,0.2,0.8,4.8,1737145
Buddy Hield,SG,72,44,30.8,4.6,3,0.9,0.2,2.3,19.2,4861207
George Hill,PG,59,2,21.5,3,3.1,0.8,0.1,1,9.4,10133907
Solomon Hill,PF,59,4,18.4,2.8,1.8,0.7,0.2,0.9,5.5,13290395
Jaylen Hoard,PF,13,0,7.9,2.5,0.3,0.4,0,0.3,2.9,79568
Aaron Holiday,PG,66,33,24.5,2.4,3.4,0.8,0.2,1.3,9.5,2239200
Jrue Holiday,SG,61,61,34.7,4.8,6.7,1.6,0.8,3,19.1,26131111
Justin Holiday,SF,73,6,25,3.3,1.3,1.2,0.6,0.6,8.3,4767000
Rondae Hollis-Jefferson,PF,60,6,18.7,4.7,1.8,0.8,0.4,1,7,2500000
Richaun Holmes,C,44,38,28.2,8.1,1,0.9,1.3,1.2,12.3,4767000
Rodney Hood,SF,21,21,29.5,3.4,1.5,0.8,0.2,0.9,11,5718000
Al Horford,C,67,61,30.2,6.8,4,0.8,0.9,1.2,11.9,28000000
Talen Horton-Tucker,SG,6,1,13.5,1.2,1,1.3,0.2,1,5.7,898310
Danuel House,SF,63,52,30.4,4.2,1.3,1.1,0.5,0.9,10.5,3540000
Dwight Howard,C,69,2,18.9,7.3,0.7,0.4,1.1,1.2,7.5,2564753
William Howard,PF,2,0,6.5,1,0.5,0,0,0.5,0,79568
Kevin Huerter,SG,56,48,31.4,4.1,3.8,0.9,0.5,1.6,12.2,2636280
De'Andre Hunter,SF,63,62,32,4.5,1.8,0.7,0.3,1.6,12.3,7068360
Chandler Hutchison,SF,28,10,18.8,3.9,0.9,1,0.3,1,7.8,2332320
Serge Ibaka,C,55,27,27,8.2,1.4,0.5,0.8,2,15.4,23271604
Andre Iguodala,SF,21,0,19.9,3.7,2.4,0.7,1,1.2,4.6,17185185
Joe Ingles,PF,72,45,29.7,3.9,5.2,0.9,0.2,2,9.8,11454546
Brandon Ingram,PF,62,62,33.9,6.1,4.2,1,0.6,3,23.8,7265485
Kyrie Irving,PG,20,20,32.9,5.2,6.4,1.4,0.5,2.6,27.4,31742000
Jonathan Isaac,PF,34,32,28.8,6.8,1.4,1.6,2.3,1.4,11.9,5806440
Wesley Iwundu,SF,52,21,18.3,2.5,1.2,0.5,0.3,0.5,5.8,1618520
Frank Jackson,PG,59,2,13.5,1.4,1,0.3,0.1,0.8,6.3,1618520
Josh Jackson,SF,22,0,17.3,3,1.6,0.8,0.4,1.3,9,7059480
Justin Jackson,PF,65,3,16.1,2.4,0.8,0.2,0.2,0.2,5.5,3280920
Reggie Jackson,SG-PG,31,16,24,3,4.1,0.4,0.2,1.6,11.9,512721
Justin James,SF,36,0,6.4,0.9,0.5,0.2,0.3,0.2,2.5,898310
LeBron James,PG,67,67,34.6,7.8,10.2,1.2,0.5,3.9,25.3,37436858
DaQuan Jeffries,SG,13,0,10.8,1.4,0.5,0.3,0.1,0.2,3.8,898310
Ty Jerome,SG,31,0,10.6,1.5,1.4,0.5,0.1,0.6,3.3,2193480
Alize Johnson,PF,17,1,6.9,2.8,0.4,0.2,0.1,0.4,2,1416852
Cameron Johnson,PF,57,9,22,3.3,1.2,0.6,0.4,0.6,8.8,4033440
James Johnson,PF-C,32,1,19.3,3.7,2.3,0.8,1,1.5,8.4,15349400
Keldon Johnson,SF,17,1,17.7,3.4,0.9,0.8,0.1,0.8,9.1,1950600
Stanley Johnson,PF,25,0,6,1.5,0.8,0.2,0.2,0.6,2.4,3623000
Tyler Johnson,PG-SG,39,7,18.2,1.9,1.9,0.4,0.2,0.7,7,183115
Damian Jones,C,55,27,16.1,3.7,0.6,0.5,0.7,0.5,5.6,2305057
Tyus Jones,PG,65,6,19,1.6,4.4,0.9,0.1,0.8,7.4,10116000
DeAndre Jordan,C,56,6,22,10,1.9,0.3,0.9,1.3,8.3,9881598
Cory Joseph,PG,72,26,24.4,2.6,3.5,0.7,0.3,1.1,6.4,12000000
Mfiondu Kabengele,C,12,0,5.3,0.9,0.2,0.2,0.2,0.2,3.5,1977000
Frank Kaminsky,C,39,13,19.9,4.5,1.9,0.4,0.3,0.9,9.7,4767000
Enes Kanter,C,58,7,16.9,7.4,1,0.4,0.7,1,8.1,4767000
Luke Kennard,SG,28,25,32.9,3.5,4.1,0.4,0.2,1.5,15.8,3827160
Michael Kidd-Gilchrist,PF,25,0,11.2,2.7,0.6,0.1,0.2,0.6,2.4,595122
Louis King,SF,10,0,6.2,1,0.5,0.2,0,0.2,2,79568
Maxi Kleber,PF,74,21,25.5,5.2,1.2,0.3,1.1,0.8,9.1,8000000
Brandon Knight,SG-PG,25,3,18.5,1.6,2.8,0.4,0.1,1.5,7.3,15643750
Kevin Knox,SF,65,4,17.9,2.8,0.9,0.4,0.4,0.7,6.4,4380120
John Konchar,SG,19,0,9.5,2.5,1.2,0.4,0.2,0.4,2.8,79568
Furkan Korkmaz,SG,72,12,21.7,2.3,1.1,0.6,0.2,0.8,9.8,1620564
Luke Kornet,C,36,14,15.5,2.3,0.9,0.3,0.7,0.4,6,2250000
Kyle Korver,SF,58,1,16.6,2.1,1.2,0.4,0.2,0.8,6.7,2564753
Rodions Kurucs,PF,47,9,14.6,2.9,1.1,0.5,0.1,1,4.6,1699236
Kyle Kuzma,PF,61,9,25,4.5,1.3,0.5,0.4,1.5,12.8,1974600
Jeremy Lamb,SG,46,42,28.1,4.3,2.1,1.2,0.5,1.1,12.5,10500000
Romeo Langford,SG,32,2,11.6,1.3,0.4,0.3,0.3,0.3,2.5,3458400
Zach LaVine,SG,60,60,34.8,4.8,4.2,1.5,0.5,3.4,25.5,19500000
Vic Law,PF,8,0,7.8,1.4,0.4,0.3,0,0.3,1.9,79568
Jake Layman,SF,23,2,22,2.5,0.7,0.7,0.4,1,9.1,3581986
Jalen Lecque,SG,5,0,6.4,0.4,0.4,0,0,0.4,2,898310
Courtney Lee,SG,24,9,14.4,1.3,0.5,0.8,0.3,0.5,4.5,12759670
Damion Lee,SG,49,36,29,4.9,2.7,1,0.1,1.4,12.7,842327
Alex Len,C,55,12,17.6,5.8,0.9,0.4,0.9,1,8,4160000
Kawhi Leonard,SF,57,57,32.4,7.1,4.9,1.8,0.6,2.6,27.1,32742000
Meyers Leonard,C,51,49,20.3,5.1,1.1,0.3,0.3,0.8,6.1,11286515
Caris LeVert,SG,45,31,29.6,4.2,4.4,1.2,0.2,2.6,18.7,2625717
Damian Lillard,PG,66,66,37.5,4.3,8,1.1,0.3,2.9,30,29802321
Nassir Little,PF,48,5,11.9,2.3,0.5,0.3,0.3,0.3,3.6,2105520
Kevon Looney,C,20,4,13.1,3.3,1,0.6,0.3,0.6,3.4,4464286
Brook Lopez,C,68,67,26.7,4.6,1.5,0.7,2.4,1,12,12093024
Robin Lopez,C,66,5,14.5,2.4,0.7,0.2,0.7,1,5.4,4767000
Kevin Love,PF,56,56,31.8,9.8,3.2,0.6,0.3,2.5,17.6,28942830
Kyle Lowry,PG,58,58,36.2,5,7.5,1.4,0.4,3.1,19.4,33296296
Trey Lyles,PF,63,53,20.2,5.7,1.1,0.4,0.4,0.6,6.4,5500000
Ian Mahinmi,C,38,35,21.3,5.7,1.3,0.8,1.2,1.2,7.4,15450051
Thon Maker,C,60,14,12.9,2.8,0.7,0.4,0.7,0.8,4.7,3569643
Terance Mann,SF,41,6,8.8,1.3,1.3,0.3,0.1,0.4,2.4,1000000
Lauri Markkanen,PF,50,50,29.8,6.3,1.5,0.8,0.5,1.6,14.7,5300400
Caleb Martin,SF,18,1,17.6,2.1,1.3,0.7,0.4,0.8,6.2,898310
Cody Martin,SF,48,3,18.8,3.3,2,0.8,0.2,0.9,5,1173310
Jeremiah Martin,PG,9,0,11,1.1,2,0.8,0.2,0.4,7.1,79568
Kelan Martin,SF,31,4,16,3.1,0.7,0.2,0.3,0.6,6.4,79568
Garrison Mathews,SG,18,0,12.6,1.3,0.6,0.4,0.1,0.4,5.4,79568
Wesley Matthews,SG,67,67,24.4,2.5,1.4,0.6,0.1,0.6,7.4,2564753
Patrick McCaw,SF,37,12,24.5,2.3,2.1,1.1,0.1,0.8,4.6,4000000
CJ McCollum,SG,70,70,36.5,4.2,4.4,0.8,0.6,1.8,22.2,27556959
Jalen McDaniels,SF,16,0,18.3,4.1,0.8,0.5,0.2,0.7,5.6,898310
Doug McDermott,PF,69,0,19.9,2.5,1.1,0.2,0.1,0.6,10.3,7333333
JaVale McGee,C,68,68,16.6,5.7,0.5,0.5,1.4,0.8,6.6,4000000
Rodney McGruder,SG,56,4,15.6,2.7,0.6,0.5,0.1,0.4,3.3,4807693
Alfonzo McKinnie,SF,40,1,14.8,2.8,0.4,0.6,0.2,0.7,4.6,2391985
Jordan McLaughlin,PG,30,2,19.7,1.6,4.2,1.1,0.1,1,7.6,79568
Ben McLemore,SF,71,23,22.8,2.2,0.8,0.6,0.2,0.7,10.1,2028594
Jordan McRae,SG,37,4,21.2,3.4,2.5,0.6,0.4,1.2,11.5,1254933
De'Anthony Melton,PG,60,8,19.5,3.7,2.9,1.3,0.3,1.4,7.6,1416852
Chimezie Metu,C,18,0,5.8,1.8,0.6,0.2,0.3,0.6,3.2,1416852
Khris Middleton,SF,62,59,29.9,6.2,4.3,0.9,0.1,2.2,20.9,30603448
Malcolm Miller,SF,28,1,5.8,0.6,0.4,0.2,0.1,0.1,1.3,1588231
Paul Millsap,PF,51,48,24.3,5.7,1.6,0.9,0.6,1.4,11.6,30350000
Shake Milton,SG,40,24,20.1,2.2,2.6,0.5,0.2,1.2,9.4,1445697
Donovan Mitchell,SG,69,69,34.3,4.4,4.3,1,0.2,2.7,24,3635760
Adam Mokoka,SF,11,0,10.2,0.9,0.4,0.4,0,0.2,2.9,79568
Malik Monk,SG,55,1,21.3,2.9,2.1,0.5,0.3,1.4,10.3,4028400
Matt Mooney,SG,4,0,4.8,0.8,0.3,0.5,0.3,0,0.5,79568
E'Twaun Moore,SG,56,6,18.2,2.3,1.4,0.6,0.2,0.7,8.3,8664928
Ja Morant,PG,67,67,31,3.9,7.3,0.9,0.3,3.3,17.8,8730240
Juwan Morgan,PF,21,0,6.4,1.4,0.3,0,0.1,0.3,1.7,746054
Marcus Morris,SF-PF,62,62,31.2,5,1.4,0.8,0.5,1.6,16.7,15000000
Markieff Morris,PF,58,17,20.5,3.8,1.3,0.5,0.3,1.3,9.7,2259887
Monte Morris,PG,73,12,22.4,1.9,3.5,0.8,0.2,0.7,9,1588231
Johnathan Motley,PF,13,0,3.2,0.8,0.6,0.2,0,0.4,2.2,79568
