Player,Pos,G,GS,MP,TRB,AST,STL,BLK,TOV,PTS,Salary
Wendell Carter Jr.,C,54,44,25.5,8.2,1.9,0.6,0.8,1.4,11.2,"5,448,840"
Wenyen Gabriel,PF,21,0,11.5,2.6,0.5,0.4,0.4,0.7,3.4,"1,620,564"
Wesley Iwundu,SF,41,4,13.1,2.2,0.4,0.4,0.1,0.5,2.4,"1,678,854"
Wesley Matthews,SG,58,10,19.5,1.6,0.9,0.7,0.3,0.4,4.8,"3,623,000"
Will Barton,SF,56,52,31,4,3.2,0.9,0.4,1.7,12.7,"13,920,000"
Willie Cauley-Stein,C,53,16,17.1,4.5,0.7,0.4,0.8,0.5,5.3,"4,000,000"
Willy Hernangómez,C,47,12,18,7.1,1.1,0.5,0.5,0.7,7.8,"1,727,145"
Xavier Tillman Sr.,PF,59,12,18.4,4.3,1.3,0.7,0.6,0.8,6.6,"1,300,000"
Yuta Watanabe,SF,50,4,14.5,3.2,0.8,0.5,0.4,0.4,4.4,"321,893"
Zach LaVine,SG,58,58,35.1,5,4.9,0.8,0.5,3.5,27.4,"19,500,000"
Zeke Nnaji,PF,42,1,9.5,1.5,0.2,0.2,0.1,0.2,3.2,"2,379,840"
Zion Williamson,PF,61,61,33.2,7.2,3.7,0.9,0.6,2.7,27,"10,245,480"
